activity_code,activity_label,activity_main_code,activity_main_label,activity_display
511,کار داوطلبانه بدون مزد نگهداری، مدیریت، ساخت ‌و ساز، بازسازی و مرمت، برای سایر خانوارها,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,511 — کار داوطلبانه بدون مزد نگهداری، مدیریت، ساخت ‌و ساز، بازسازی و مرمت، برای سایر خانوارها
512,کار داوطلبانه بدون مزد خرید کردن/ خرید کالا‌ها و خدمات، برای سایر خانوارها,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,512 — کار داوطلبانه بدون مزد خرید کردن/ خرید کالا‌ها و خدمات، برای سایر خانوارها
513,مراقبت و آموزش داوطلبانه بدون مزد کودکان، برای سایر خانوارها,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,513 — مراقبت و آموزش داوطلبانه بدون مزد کودکان، برای سایر خانوارها
514,مراقبت‌های داوطلبانه بدون مزد از بزرگسالان، برای سایر خانوارها,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,514 — مراقبت‌های داوطلبانه بدون مزد از بزرگسالان، برای سایر خانوارها
515,کار داوطلبانه بدون مزد به‌عنوان کمک به سایر خانوارها در بنگاه‌های اقتصادی با مالکیت سایر خانوارها,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,515 — کار داوطلبانه بدون مزد به‌عنوان کمک به سایر خانوارها در بنگاه‌های اقتصادی با مالکیت سایر خانوارها
519,سایر فعالیت‌های مرتبط با کار داوطلبانه بی‌واسطه بدون مزد، برای سایر خانوارها,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,519 — سایر فعالیت‌های مرتبط با کار داوطلبانه بی‌واسطه بدون مزد، برای سایر خانوارها
521,کار داوطلبانه بدون مزد مرمت جاده/ ساختمان، پاکسازی و آماده‌سازی زمین، پاکسازی (خیابان‌ها، بازارها و غیره) و ساخت ‌و ساز، به‌صورت انجمن‌محور/ سازمان‌محور,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,521 — کار داوطلبانه بدون مزد مرمت جاده/ ساختمان، پاکسازی و آماده‌سازی زمین، پاکسازی (خیابان‌ها، بازارها و غیره) و ساخت ‌و ساز، به‌صورت انجمن‌محور/ سازمان‌محور
522,کار داوطلبانه بدون مزد آماده‌سازی/ ارائه وعده‌های غذایی، تمیز کردن و پاکسازی آنها، به‌صورت انجمن‌محور/ سازمان‌محور,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,522 — کار داوطلبانه بدون مزد آماده‌سازی/ ارائه وعده‌های غذایی، تمیز کردن و پاکسازی آنها، به‌صورت انجمن‌محور/ سازمان‌محور
523,کار داوطلبانه بدون مزد فعالیت‌های فرهنگی، تفریحی و ورزشی، به‌صورت انجمن‌محور/ سازمان‌محور,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,523 — کار داوطلبانه بدون مزد فعالیت‌های فرهنگی، تفریحی و ورزشی، به‌صورت انجمن‌محور/ سازمان‌محور
524,کار داوطلبانه بدون مزد امور دفتری/ اداری، به‌صورت انجمن‌محور/ سازمان‌محور,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,524 — کار داوطلبانه بدون مزد امور دفتری/ اداری، به‌صورت انجمن‌محور/ سازمان‌محور
529,سایر فعالیت‌های مرتبط با کار داوطلبانه بدون مزد، به‌صورت انجمن‌محور/ سازمان‌محور,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,529 — سایر فعالیت‌های مرتبط با کار داوطلبانه بدون مزد، به‌صورت انجمن‌محور/ سازمان‌محور
530,کار کارآموزی بدون مزد و فعالیت‌های مرتبط,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,530 — کار کارآموزی بدون مزد و فعالیت‌های مرتبط
540,سفر مرتبط با کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,540 — سفر مرتبط با کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد
590,سایر فعالیت‌های کاری بدون مزد,5,کار داوطلبانه بدون مزد، کارآموزی و سایر کارهای بدون مزد,590 — سایر فعالیت‌های کاری بدون مزد
611,حضور در مدرسه/ دانشگاه,6,یادگیری,611 — حضور در مدرسه/ دانشگاه
612,فعالیت‌های فوق برنامه آموزش رسمی,6,یادگیری,612 — فعالیت‌های فوق برنامه آموزش رسمی
613,وقفه‌های زمانی در محل آموزش رسمی,6,یادگیری,613 — وقفه‌های زمانی در محل آموزش رسمی
614,خودآموزی برای دوره‌های آموزشی از راه دور (تصویری، صوتی، برخط),6,یادگیری,614 — خودآموزی برای دوره‌های آموزشی از راه دور (تصویری، صوتی، برخط)
619,سایر فعالیت‌های مرتبط با آموزش رسمی,6,یادگیری,619 — سایر فعالیت‌های مرتبط با آموزش رسمی
620,انجام تکالیف، برخورداری از معلم خصوصی، مرور دروس، پژوهش‌ها و فعالیت‌های مرتبط با آموزش رسمی,6,یادگیری,620 — انجام تکالیف، برخورداری از معلم خصوصی، مرور دروس، پژوهش‌ها و فعالیت‌های مرتبط با آموزش رسمی
630,مطالعه اضافی (تکمیلی)،‌ کلاس‌ها و دوره‌های غیررسمی,6,یادگیری,630 — مطالعه اضافی (تکمیلی)،‌ کلاس‌ها و دوره‌های غیررسمی
640,سفر مرتبط با یادگیری,6,یادگیری,640 — سفر مرتبط با یادگیری
690,سایر فعالیت‌های مرتبط با یادگیری,6,یادگیری,690 — سایر فعالیت‌های مرتبط با یادگیری
711,صحبت‌ کردن، گفتگو کردن، گپ زدن,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,711 — صحبت‌ کردن، گفتگو کردن، گپ زدن
712,فعالیت‌های معاشرت/ دور هم جمع شدن/ گرد هم آمدن,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,712 — فعالیت‌های معاشرت/ دور هم جمع شدن/ گرد هم آمدن
713,خواندن و نوشتن نامه (شامل نامه الکترونیکی),7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,713 — خواندن و نوشتن نامه (شامل نامه الکترونیکی)
719,سایر فعالیت‌های مرتبط با معاشرت و ارتباط,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,719 — سایر فعالیت‌های مرتبط با معاشرت و ارتباط
721,شرکت در مراسم گرامیداشت رویدادهای فرهنگی/ تاریخی جامعه,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,721 — شرکت در مراسم گرامیداشت رویدادهای فرهنگی/ تاریخی جامعه
722,شرکت در مراسم (مناسک)/ رویدادهای اجتماعی (غیردینی) مربوط به عروسی‌ها، خاکسپاری‌ها، تولدها و مراسم‌ گذار مشابه,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,722 — شرکت در مراسم (مناسک)/ رویدادهای اجتماعی (غیردینی) مربوط به عروسی‌ها، خاکسپاری‌ها، تولدها و مراسم‌ گذار مشابه
723,شرکت در جشن‌های اجتماعی جامعه (موسیقی، رقص و غیره),7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,723 — شرکت در جشن‌های اجتماعی جامعه (موسیقی، رقص و غیره)
729,سایر فعالیت‌های مرتبط با مشارکت اجتماعی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,729 — سایر فعالیت‌های مرتبط با مشارکت اجتماعی
730,نقش داشتن در مسئولیت‌های مربوط به شهروندی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,730 — نقش داشتن در مسئولیت‌های مربوط به شهروندی
741,عبادت فردی، مراقبه (مدیتیشن) و سایر فعالیت‌های معنوی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,741 — عبادت فردی، مراقبه (مدیتیشن) و سایر فعالیت‌های معنوی
742,شرکت در آداب و رسوم دینی گروهی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,742 — شرکت در آداب و رسوم دینی گروهی
749,سایر فعالیت‌های مرتبط با آداب و رسوم دینی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,749 — سایر فعالیت‌های مرتبط با آداب و رسوم دینی
750,سفر مرتبط با معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,750 — سفر مرتبط با معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی
790,سایر فعالیت‌های مرتبط با معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,7,معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی,790 — سایر فعالیت‌های مرتبط با معاشرت، ارتباط، مشارکت اجتماعی و آداب و رسوم دینی
811,حضور در/ بازدید از رویدادهای فرهنگی سازمان‌یافته/ همگانی و نمایش‌ها,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,811 — حضور در/ بازدید از رویدادهای فرهنگی سازمان‌یافته/ همگانی و نمایش‌ها
812,حضور در/ بازدید از پارک‎ها/ بوستان‌ها,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,812 — حضور در/ بازدید از پارک‎ها/ بوستان‌ها
813,حضور در/ بازدید از رویدادهای ورزشی,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,813 — حضور در/ بازدید از رویدادهای ورزشی
819,سایر فعالیت‌های مرتبط با حضور در/ بازدید از رویدادهای فرهنگی، تفریحی و ورزشی,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,819 — سایر فعالیت‌های مرتبط با حضور در/ بازدید از رویدادهای فرهنگی، تفریحی و ورزشی
821,هنرهای تجسمی، ادبی و نمایشی (به‌عنوان سرگرمی),8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,821 — هنرهای تجسمی، ادبی و نمایشی (به‌عنوان سرگرمی)
822,سرگرمی‌ها,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,822 — سرگرمی‌ها
823,بازی‌ها و سایر فعالیت‌های تفریحی,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,823 — بازی‌ها و سایر فعالیت‌های تفریحی
829,سایر فعالیت‌های مرتبط با مشارکت فرهنگی، سرگرمی‌ها، بازی‌ها,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,829 — سایر فعالیت‌های مرتبط با مشارکت فرهنگی، سرگرمی‌ها، بازی‌ها
831,شرکت در ورزش‌ها,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,831 — شرکت در ورزش‌ها
832,انجام تمرین‌های فیزیکی (بدنی),8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,832 — انجام تمرین‌های فیزیکی (بدنی)
841,مطالعه در اوقات فراغت,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,841 — مطالعه در اوقات فراغت
842,تماشا کردن/ گوش کردن تلویزیون و ویدئو,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,842 — تماشا کردن/ گوش کردن تلویزیون و ویدئو
843,گوش کردن به رادیو و دستگاه‌های شنیداری (صوتی),8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,843 — گوش کردن به رادیو و دستگاه‌های شنیداری (صوتی)
849,سایر فعالیت‌های مرتبط با استفاده از رسانه‌های گروهی,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,849 — سایر فعالیت‌های مرتبط با استفاده از رسانه‌های گروهی
850,فعالیت‌های مرتبط با فکر کردن، استراحت کردن، آرامش گرفتن (ریلکس کردن),8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,850 — فعالیت‌های مرتبط با فکر کردن، استراحت کردن، آرامش گرفتن (ریلکس کردن)
860,سفر مرتبط با فرهنگ، فراغت، رسانههای گروهی و تمرین‌های ورزشی,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,860 — سفر مرتبط با فرهنگ، فراغت، رسانههای گروهی و تمرین‌های ورزشی
890,سایر فعـالیت‌های مرتبط با فرهنگ، فراغت، رسانههای گروهی و تمرین‌های ورزشی,8,فرهنگ، فراغت، رسانههای گروهی، تمرین‌های ورزشی,890 — سایر فعـالیت‌های مرتبط با فرهنگ، فراغت، رسانههای گروهی و تمرین‌های ورزشی
911,خواب شب/ خواب ضروری (اصلی),9,رسیدگی و خودمراقبتی,911 — خواب شب/ خواب ضروری (اصلی)
912,خواب اتفاقی (پیش‌بینی نشده)/ چرت زدن,9,رسیدگی و خودمراقبتی,912 — خواب اتفاقی (پیش‌بینی نشده)/ چرت زدن
913,بی‌خوابی,9,رسیدگی و خودمراقبتی,913 — بی‌خوابی
919,سایر خواب‌ها و فعالیت‌های مرتبط,9,رسیدگی و خودمراقبتی,919 — سایر خواب‌ها و فعالیت‌های مرتبط
921,خوردن وعده‌های غذایی/ میان‌وعده‌ها,9,رسیدگی و خودمراقبتی,921 — خوردن وعده‌های غذایی/ میان‌وعده‌ها
922,آشامیدن بدون خوردن وعده‌ غذایی یا میان‌وعده‌,9,رسیدگی و خودمراقبتی,922 — آشامیدن بدون خوردن وعده‌ غذایی یا میان‌وعده‌
931,بهداشت (پاکیزگی) و مراقبت‌های شخصی، مربوط به خود و توسط خود,9,رسیدگی و خودمراقبتی,931 — بهداشت (پاکیزگی) و مراقبت‌های شخصی، مربوط به خود و توسط خود
932,مراقبت‌های بهداشتی (تندرستی)/ پزشکی از خود، مربوط به خود و توسط خود,9,رسیدگی و خودمراقبتی,932 — مراقبت‌های بهداشتی (تندرستی)/ پزشکی از خود، مربوط به خود و توسط خود
939,سایر فعالیت‌های مرتبط با بهداشت (پاکیزگی) و مراقبت‌های شخصی، مربوط به خود و توسط خود,9,رسیدگی و خودمراقبتی,939 — سایر فعالیت‌های مرتبط با بهداشت (پاکیزگی) و مراقبت‌های شخصی، مربوط به خود و توسط خود
941,دریافت مراقبت‌های شخصی، مربوط به خود از دیگران,9,رسیدگی و خودمراقبتی,941 — دریافت مراقبت‌های شخصی، مربوط به خود از دیگران
942,دریافت مراقبت‌های بهداشتی (تندرستی)/ پزشکی، مربوط به خود از دیگران,9,رسیدگی و خودمراقبتی,942 — دریافت مراقبت‌های بهداشتی (تندرستی)/ پزشکی، مربوط به خود از دیگران
949,سایر فعالیت‌های مرتبط با دریافت مراقبت‌های شخصی و بهداشتی (تندرستی)/ پزشکی، مربوط به خود از دیگران,9,رسیدگی و خودمراقبتی,949 — سایر فعالیت‌های مرتبط با دریافت مراقبت‌های شخصی و بهداشتی (تندرستی)/ پزشکی، مربوط به خود از دیگران
950,سفر مرتبط با فعالیت‌های رسیدگی و خودمراقبتی,9,رسیدگی و خودمراقبتی,950 — سفر مرتبط با فعالیت‌های رسیدگی و خودمراقبتی
990,سایر فعالیت‌های رسیدگی و خودمراقبتی,9,رسیدگی و خودمراقبتی,990 — سایر فعالیت‌های رسیدگی و خودمراقبتی
